"Whole country","Educational Attainment",Middle School Graduate,100.0,12.8,32.6,40.2,12.0,2.6
"Whole country","Educational Attainment",High School Graduate,100.0,11.4,28.8,43.2,13.8,2.8
"Whole country","Educational Attainment",College or University Graduate & Over,100.0,11.2,29.3,39.1,16.4,4.0
"Whole country","Marital Status",Never married,100.0,11.0,27.9,43.1,14.6,3.5
"Whole country","Marital Status",Married,100.0,12.5,30.9,39.0,14.5,3.2
"Whole country","Marital Status",Widowed,100.0,18.0,33.5,33.3,12.9,2.2
"Whole country","Marital Status",Divorced,100.0,10.2,29.3,43.0,15.3,2.2
"Whole country","Economically Active",Employed,100.0,11.9,29.7,39.8,15.2,3.4
"Whole country","Economically Active",Unemployed or Not Economically Active,100.0,12.8,30.5,40.5,13.4,2.8
"Whole country","Industry",Agriculture & Fishery,100.0,31.7,35.3,21.1,10.6,1.4
"Whole country","Industry",Mining & Manufacturing,100.0,9.5,28.6,41.6,16.3,4.1
"Whole country","Industry",Social overhead capital & other service,100.0,11.0,29.6,40.7,15.3,3.4
"Whole country","Occupation",Pro. Tech. Managers,100.0,11.2,29.9,37.1,17.1,4.7
"Whole country","Occupation",Clerks,100.0,10.2,28.7,40.5,16.7,4.0
"Whole country","Occupation",Service & Sales Workers,100.0,10.9,29.3,42.7,14.6,2.6
"Whole country","Occupation",Agri. Fishery Workers,100.0,32.1,35.4,21.3,10.1,1.2
"Whole country","Occupation",Craft Operator Assemblers,100.0,10.7,29.5,42.5,14.2,3.1
"Whole country","Status of Worker",Wage and salary worker,100.0,10.6,29.0,41.2,15.6,3.5
"Whole country","Status of Worker",Employer,100.0,13.5,31.6,36.6,14.8,3.6
"Whole country","Status of Worker",Own account worker,100.0,15.2,31.3,36.4,13.7,3.3
"Whole country","Satisfaction with Life",Satisfied,100.0,15.9,33.9,34.0,13.4,2.8
"Whole country","Satisfaction with Life",Neither satisfied nor dissatisfied,100.0,9.4,28.1,45.8,14.0,2.8
"Whole country","Satisfaction with Life",Dissatisfied,100.0,9.8,24.0,41.9,18.9,5.5
"Whole country","Average Monthly Household Income",less than 1000 thousand won,100.0,15.9,29.5,36.8,14.7,3.1
"Whole country","Average Monthly Household Income",1000-2000 thousand won,100.0,13.1,31.5,39.9,12.9,2.5
"Whole country","Average Monthly Household Income",2000-3000 thousand won,100.0,11.3,28.7,42.5,14.5,3.1
"Whole country","Average Monthly Household Income",3000-4000 thousand won,100.0,11.3,29.4,41.3,14.9,3.1
"Whole country","Average Monthly Household Income",4000-5000 thousand won,100.0,12.1,29.4,40.2,14.6,3.7
"Whole country","Average Monthly Household Income",5000-6000 thousand won,100.0,10.3,30.1,41.2,15.1,3.2
"Whole country","Average Monthly Household Income",6000 thousand won and over,100.0,12.5,31.3,38.4,14.4,3.3
"Whole country","Age*Gender",13~19 years old*Male,100.0,14.9,36.2,37.4,9.9,1.6
"Whole country","Age*Gender",13~19 years old*Female,100.0,11.2,29.4,45.9,12.1,1.4
"Whole country","Age*Gender",20~29 years old*Male,100.0,12.9,26.9,42.4,13.6,4.2
"Whole country","Age*Gender",20~29 years old*Female,100.0,9.3,26.8,43.5,16.9,3.6
"Whole country","Age*Gender",30~39 years old*Male,100.0,9.5,27.6,40.9,16.8,5.2
"Whole country","Age*Gender",30~39 years old*Female,100.0,9.2,25.9,41.0,17.5,6.5
"Whole country","Age*Gender",40~49 years old*Male,100.0,9.6,28.3,41.8,16.7,3.5
"Whole country","Age*Gender",40~49 years old*Female,100.0,8.8,27.9,42.0,17.8,3.6
"Whole country","Age*Gender",50~59 years old*Male,100.0,13.1,31.2,40.9,12.9,2.0
"Whole country","Age*Gender",50~59 years old*Female,100.0,12.2,29.0,42.6,14.3,2.0
"Whole country","Age*Gender",60 years old and over*Male,100.0,15.7,32.8,36.6,12.8,2.1
"Whole country","Age*Gender",60 years old and over*Female,100.0,16.0,34.9,34.7,12.0,2.4
"Whole country","Age*Gender",65 years old and over*Male,100.0,17.1,34.1,34.5,12.3,2.1
"Whole country","Age*Gender",65 years old and over*Female,100.0,17.3,35.4,33.3,11.9,2.1
"Whole country","Age*Educational Attainment",20~29 years old*Middle School Graduate & Under,100.0,3.9,31.8,57.5,4.9,1.9
"Whole country","Age*Educational Attainment",20~29 years old*High School Graduate,100.0,12.5,26.6,43.8,13.7,3.4
"Whole country","Age*Educational Attainment",20~29 years old*College or University & Over,100.0,9.9,27.1,41.8,16.8,4.4
"Whole country","Age*Educational Attainment",30~39 years old*Middle School Graduate & Under,100.0,8.0,34.6,44.5,11.2,1.7
"Whole country","Age*Educational Attainment",30~39 years old*High School Graduate,100.0,9.7,24.9,46.0,14.3,5.2
"Whole country","Age*Educational Attainment",30~39 years old*College or University & Over,100.0,9.3,27.2,39.2,18.1,6.1
"Whole country","Age*Educational Attainment",40~49 years old*Middle School Graduate & Under,100.0,8.0,21.5,55.5,11.2,3.8
"Whole country","Age*Educational Attainment",40~49 years old*High School Graduate,100.0,8.0,26.7,46.6,15.7,3.0
"Whole country","Age*Educational Attainment",40~49 years old*College or University & Over,100.0,9.9,29.2,38.7,18.3,3.9
"Whole country","Age*Educational Attainment",50~59 years old*Middle School Graduate & Under,100.0,11.3,30.7,42.5,13.2,2.2
"Whole country","Age*Educational Attainment",50~59 years old*High School Graduate,100.0,12.0,28.7,43.6,13.9,1.9
"Whole country","Age*Educational Attainment",50~59 years old*College or University & Over,100.0,13.8,31.6,39.3,13.3,2.0
"Whole country","Age*Educational Attainment",60 years old and over*Middle School Graduate & Under,100.0,17.3,34.2,34.4,12.0,2.2
"Whole country","Age*Educational Attainment",60 years old and over*High School Graduate,100.0,12.9,33.4,38.2,12.9,2.5
"Whole country","Age*Educational Attainment",60 years old and over*College or University & Over,100.0,16.9,34.0,34.5,12.5,2.2
"Whole country","Age*Educational Attainment",65 years old and over*Middle School Graduate & Under ,100.0,18.1,34.7,33.2,12.0,2.0
"Whole country","Age*Educational Attainment",65 years old and over*High School Graduate,100.0,13.6,34.3,36.5,13.1,2.4
"Whole country","Age*Educational Attainment",65 years old and over*College or University & Over,100.0,19.9,36.3,31.8,10.0,2.0
